Index of Commit,Committer Name,Committer Date,Tree URL,Page of Response
35,Carson Sievert,2017-06-01T21:13:26Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4bf9f5325140401585d9ef210a79a5310405435a,11
36,Carson Sievert,2017-06-01T21:10:57Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7d16863e5d4f54fbfdcb4744c7bbb925d4c237a2,11
37,Carson Sievert,2017-06-01T20:01:45Z,https://api.github.com/repos/plotly/plotly.R/git/trees/774d2b8d215aacc26684e7bfaf6a9ef0f4ee5687,11
38,Carson Sievert,2017-06-01T17:50:02Z,https://api.github.com/repos/plotly/plotly.R/git/trees/447c89b511a03829e0238e55c999b313800ea583,11
39,Carson Sievert,2017-06-01T17:45:23Z,https://api.github.com/repos/plotly/plotly.R/git/trees/447c89b511a03829e0238e55c999b313800ea583,11
40,Carson Sievert,2017-06-01T17:45:06Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4d040e3e33135e605e9e3c13fab109b805160c24,11
41,Carson Sievert,2017-05-31T21:57:44Z,https://api.github.com/repos/plotly/plotly.R/git/trees/181e9be5786f0953c262df95cacea7c365a82303,11
42,Carson Sievert,2017-05-31T21:41:12Z,https://api.github.com/repos/plotly/plotly.R/git/trees/faeb568b282cbfe31a520b7dc48ef2b8f0eeb79f,11
43,Carson Sievert,2017-05-31T21:40:46Z,https://api.github.com/repos/plotly/plotly.R/git/trees/cf32e59351fd36682c1533f9a4fe49a2f67b631c,11
44,Carson Sievert,2017-05-31T21:38:49Z,https://api.github.com/repos/plotly/plotly.R/git/trees/faeb568b282cbfe31a520b7dc48ef2b8f0eeb79f,11
45,Carson Sievert,2017-05-31T16:30:10Z,https://api.github.com/repos/plotly/plotly.R/git/trees/f1c79f7388d47006cdea118d4d0ebd7f5fede1a6,11
46,Carson Sievert,2017-05-31T15:18:54Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4e90aaf92632da96fd4ecd338e6c56dbdebb8c9c,11
47,Carson Sievert,2017-05-30T20:49:15Z,https://api.github.com/repos/plotly/plotly.R/git/trees/ddfd050a5a27a85cc002158c610280f87d48c4a5,11
48,Carson Sievert,2017-05-26T14:12:52Z,https://api.github.com/repos/plotly/plotly.R/git/trees/b624dd9f20ac78c75030905c669d75a09d05d8b6,11
49,Carson Sievert,2017-05-26T13:55:31Z,https://api.github.com/repos/plotly/plotly.R/git/trees/a5c5741fb11ed61773175334d64f735d0a9ecb91,11
50,Carson Sievert,2017-05-25T16:03:14Z,https://api.github.com/repos/plotly/plotly.R/git/trees/62d100c381e52c6411a84ef00610fa839d514859,11
51,Carson Sievert,2017-05-25T15:03:25Z,https://api.github.com/repos/plotly/plotly.R/git/trees/ef8453098d97d279906b6226dd3818db268f1586,11
52,Carson Sievert,2017-05-25T13:50:33Z,https://api.github.com/repos/plotly/plotly.R/git/trees/15c214acbce2c6904777d1c4055b082ae1f70c0c,11
53,Carson Sievert,2017-05-24T06:43:43Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4b56dec56bbd6d52163362abecd7f7afda2d7600,11
54,GitHub,2017-05-24T05:43:27Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d4f61ebd67fac5f73ee4af43e87b8eb44e322d84,11
55,Carson Sievert,2017-05-24T05:29:33Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d4f61ebd67fac5f73ee4af43e87b8eb44e322d84,11
56,Carson Sievert,2017-05-24T04:18:18Z,https://api.github.com/repos/plotly/plotly.R/git/trees/837a35e6f8dcae59cd9b1129b6ca199ec1a6ae05,11
57,Carson Sievert,2017-05-24T04:15:27Z,https://api.github.com/repos/plotly/plotly.R/git/trees/81bb9571c3b8195c787d57b14e65ec644a9bab9b,11
58,Carson Sievert,2017-05-24T01:19:00Z,https://api.github.com/repos/plotly/plotly.R/git/trees/f6af1d8e87ba44119de2f2f04a716986dca0dedf,11
59,Carson Sievert,2017-05-24T01:16:07Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e600cb7d0cb4c8e11a3540317974675431f93966,11
60,Carson Sievert,2017-05-24T00:39:06Z,https://api.github.com/repos/plotly/plotly.R/git/trees/9b37fe64e91ffcbd7e5298c453cd659127ed03d4,11
61,Carson Sievert,2017-05-23T23:58:04Z,https://api.github.com/repos/plotly/plotly.R/git/trees/33ec36ac20a05b7979c5ea8132891b7a3a2655f6,11
62,Carson Sievert,2017-05-23T22:43:50Z,https://api.github.com/repos/plotly/plotly.R/git/trees/87352e8b02b381faa2b55c5bde6caa8c0324e470,11
63,Carson Sievert,2017-05-23T22:29:06Z,https://api.github.com/repos/plotly/plotly.R/git/trees/a945795dc4f78fa35767cfe90eec854cfb7d5d43,11
64,Carson Sievert,2017-05-23T22:28:48Z,https://api.github.com/repos/plotly/plotly.R/git/trees/0469b910dfe6961d56f7458b92290e275bd6b8da,11
65,Carson Sievert,2017-05-23T22:28:01Z,https://api.github.com/repos/plotly/plotly.R/git/trees/b7a6055d79bec71df292d88c55bee7a0b25a0b21,11
66,Carson Sievert,2017-05-23T22:24:37Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7567a58545b81dd2803b591ca7c91fd3f760ced8,11
67,Carson Sievert,2017-05-23T21:52:35Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d44aefec5e4a08edda53a03502a992355cc9bf3a,11
68,Carson Sievert,2017-05-23T20:19:53Z,https://api.github.com/repos/plotly/plotly.R/git/trees/a945795dc4f78fa35767cfe90eec854cfb7d5d43,11
69,Carson Sievert,2017-05-23T19:57:27Z,https://api.github.com/repos/plotly/plotly.R/git/trees/9696ead4d125ada766a21fe6cc204ac87f34d3dd,11
70,Carson Sievert,2017-05-23T19:34:45Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e506222efd637419a08565ab8181fcc46bb78fa3,11
71,Carson Sievert,2017-05-23T18:37:41Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d08df4463afe4286d5e1125181f448c38b93288f,11
72,Carson Sievert,2017-05-23T17:08:19Z,https://api.github.com/repos/plotly/plotly.R/git/trees/ad46e8bbc9c06c688dda766431ad83991768c9f5,11
73,Carson Sievert,2017-05-23T17:07:48Z,https://api.github.com/repos/plotly/plotly.R/git/trees/582e52bc7b57813789384737bbeec5c6d3acf0e9,11
74,Carson Sievert,2017-05-23T16:53:48Z,https://api.github.com/repos/plotly/plotly.R/git/trees/c398db1ce7651b7e0077dc1dc37d3d0bd49def4b,11
75,Carson Sievert,2017-05-23T16:28:55Z,https://api.github.com/repos/plotly/plotly.R/git/trees/b020364f023d524445b4d5fe473376ab71101fab,11
76,Carson Sievert,2017-05-23T16:00:09Z,https://api.github.com/repos/plotly/plotly.R/git/trees/b6427ab1f30f0a9cf2ca0ac1e398e50ff4ef65e7,11
77,Carson Sievert,2017-05-23T15:37:47Z,https://api.github.com/repos/plotly/plotly.R/git/trees/8241d2eea715e19555abd46294e8d33b834e24b1,11
78,Carson Sievert,2017-05-23T15:36:35Z,https://api.github.com/repos/plotly/plotly.R/git/trees/023c2fd43f3483074b39ad8ce04956f62eb27679,11
79,Carson Sievert,2017-05-23T14:50:55Z,https://api.github.com/repos/plotly/plotly.R/git/trees/a90559304aab15d1fb6540699dd0abaf462e020c,11
80,Carson Sievert,2017-05-23T00:11:47Z,https://api.github.com/repos/plotly/plotly.R/git/trees/6149745a76fbdf7599f3170d087edf29914c242e,11
81,Carson Sievert,2017-05-22T23:28:41Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e71377aba25441ee891f06e3a79423c962c04412,11
82,Carson Sievert,2017-05-22T22:46:51Z,https://api.github.com/repos/plotly/plotly.R/git/trees/5c1297d2d39da0243afd5d66d53f4822721e3354,11
83,Carson Sievert,2017-05-22T22:28:21Z,https://api.github.com/repos/plotly/plotly.R/git/trees/997c3865a4ac2c74d43dac1ba63cb445b138eb13,11
84,Carson Sievert,2017-05-22T22:13:15Z,https://api.github.com/repos/plotly/plotly.R/git/trees/5b7535ea0388d87582f6b1acfffca0cff52fa232,11
85,Carson Sievert,2017-05-22T22:03:18Z,https://api.github.com/repos/plotly/plotly.R/git/trees/71f850d3a83641c0bed1403d23c17f4c6e28e607,11
86,Carson Sievert,2017-05-22T21:58:20Z,https://api.github.com/repos/plotly/plotly.R/git/trees/5ecbd72b874a01a73c0a8a1a24ab06922cb9a7e1,11
87,Carson Sievert,2017-05-22T15:54:24Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4036ddf96a161abf2782c14e741b3f4d80146861,11
88,Carson Sievert,2017-05-21T15:31:31Z,https://api.github.com/repos/plotly/plotly.R/git/trees/81daf0d3ebcb911af6877724a0fbed5f9ac14587,11
89,Carson Sievert,2017-05-19T15:21:42Z,https://api.github.com/repos/plotly/plotly.R/git/trees/37b823590a66cc9915ccf96a571f6d849a5a2fb3,11
90,Carson Sievert,2017-05-19T15:03:47Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d3a62c69be3b23ba4b46561e488f1151abe7cc80,11
91,Carson Sievert,2017-05-19T01:09:53Z,https://api.github.com/repos/plotly/plotly.R/git/trees/cd8b7076c0b26cd8866c80316ed5be7467460202,11
92,Carson Sievert,2017-05-19T00:25:32Z,https://api.github.com/repos/plotly/plotly.R/git/trees/eb16a2d4db26b514b28e21cea71a1830f79f25a7,11
93,Carson Sievert,2017-05-19T00:11:25Z,https://api.github.com/repos/plotly/plotly.R/git/trees/57884de44432e7bb4c67b2693114f155187c1d79,11
94,Carson Sievert,2017-05-19T00:07:19Z,https://api.github.com/repos/plotly/plotly.R/git/trees/3d9514f2941f47b6019e0bf8d5be9872b4fc7b06,11
95,Carson Sievert,2017-05-19T00:01:05Z,https://api.github.com/repos/plotly/plotly.R/git/trees/9efa696e7a83482c64d4361344a46772ac39282c,11
96,Carson Sievert,2017-05-18T23:57:29Z,https://api.github.com/repos/plotly/plotly.R/git/trees/90182670e9be61811ab2924cc2b25330fc77f0d2,11
97,Carson Sievert,2017-05-17T18:48:36Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e9f502afb7374ecdf59df45a34c2b11ee1c70ef6,11
98,Carson Sievert,2017-05-17T18:01:21Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e38dd56fd8010a80955a205e824d3e289503e61e,11
99,Carson Sievert,2017-05-17T17:07:58Z,https://api.github.com/repos/plotly/plotly.R/git/trees/f0a51aaef9af656134b19e99b237cd4a4a8d8d11,11
0,Carson Sievert,2017-05-17T17:00:52Z,https://api.github.com/repos/plotly/plotly.R/git/trees/36b8b4dbd81a6342593ba0d683945896efce04a1,12
1,Carson Sievert,2017-05-17T17:00:22Z,https://api.github.com/repos/plotly/plotly.R/git/trees/36b8b4dbd81a6342593ba0d683945896efce04a1,12
2,Carson Sievert,2017-05-17T16:59:34Z,https://api.github.com/repos/plotly/plotly.R/git/trees/ff2e5abc3cabd83a398ec74b9c6af83e5bb3d03c,12
3,Carson Sievert,2017-05-16T21:50:44Z,https://api.github.com/repos/plotly/plotly.R/git/trees/9c2df5521583a921afa6c8f02e79ac6ed013316b,12
4,Carson Sievert,2017-05-16T21:35:49Z,https://api.github.com/repos/plotly/plotly.R/git/trees/6e654b37dcf02edcdbc80ebe91339815f944dbfc,12
5,Carson Sievert,2017-05-16T18:45:48Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7a67889d33f46cfddc9c123a0820ee4219a5268f,12
6,Carson Sievert,2017-05-16T18:31:06Z,https://api.github.com/repos/plotly/plotly.R/git/trees/c62a1137c764c245a1f9313f5f79b888e157e003,12
7,Carson Sievert,2017-05-15T23:46:45Z,https://api.github.com/repos/plotly/plotly.R/git/trees/62983f15a9c765be80dfc6434f0e7af5c027d868,12
8,Carson Sievert,2017-05-15T22:36:36Z,https://api.github.com/repos/plotly/plotly.R/git/trees/f363aee6bba759fa8192ed35ff7f98c06845ce82,12
9,Carson Sievert,2017-05-15T21:34:38Z,https://api.github.com/repos/plotly/plotly.R/git/trees/5fe456d65f6f65592a687ffeb4acdf9f8350fc4e,12
10,GitHub,2017-05-12T21:36:37Z,https://api.github.com/repos/plotly/plotly.R/git/trees/ace0a53ce55fbdeea946960b5e20829c3a7d6d80,12
11,GitHub,2017-05-12T21:32:46Z,https://api.github.com/repos/plotly/plotly.R/git/trees/8a3e7eb1ac57cb15263adc14cc4aae89096cea67,12
12,Matt Summersgill,2017-05-12T19:42:34Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d3d77d11453ea1c9de7994d42537f2f797bfa27e,12
13,Carson Sievert,2017-05-12T17:00:26Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e8dc557ec936034049d3f395127e3250fb8ab6d1,12
14,GitHub,2017-05-12T14:56:10Z,https://api.github.com/repos/plotly/plotly.R/git/trees/05a6e9a3fb55ed3ca3c7f86c1b9ea6cee2085257,12
15,Matt Summersgill,2017-05-12T14:39:56Z,https://api.github.com/repos/plotly/plotly.R/git/trees/325bf1a8bd5a5fb54af21c23bc6875860ac5ff53,12
16,Carson Sievert,2017-05-12T01:58:28Z,https://api.github.com/repos/plotly/plotly.R/git/trees/943d19b69ec84d4ce60f898bdfa13179b061137b,12
17,Carson Sievert,2017-05-12T01:56:47Z,https://api.github.com/repos/plotly/plotly.R/git/trees/60ccd3dceed72f3173ca3893f8043dd352c3b84d,12
18,Carson Sievert,2017-05-12T01:53:48Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d0c05feb7f5ae70b78afc3c0cfa17aa8ab0b503f,12
19,Carson Sievert,2017-05-12T01:45:00Z,https://api.github.com/repos/plotly/plotly.R/git/trees/dc37231a4d0e1584c0da0a924eb67b53d336e428,12
20,Carson Sievert,2017-05-12T01:22:26Z,https://api.github.com/repos/plotly/plotly.R/git/trees/ccf8a33f43789c76b0db34882cc73c0e1411a863,12
21,Carson Sievert,2017-05-12T01:20:53Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e990413d3e05edb325ef98ea6bf008f26ec75405,12
22,Carson Sievert,2017-05-12T01:02:11Z,https://api.github.com/repos/plotly/plotly.R/git/trees/9125f87b0c5f2e3f4a87cafee052bd21e46a1245,12
23,Carson Sievert,2017-05-12T01:00:39Z,https://api.github.com/repos/plotly/plotly.R/git/trees/a9072e378945632e38f39a7c0961d63448634973,12
24,Carson Sievert,2017-05-11T20:43:51Z,https://api.github.com/repos/plotly/plotly.R/git/trees/afe8fef07f6db15c97ddd8cb2eb0400460944c0f,12
25,Carson Sievert,2017-05-11T16:05:37Z,https://api.github.com/repos/plotly/plotly.R/git/trees/eaaf1c7472f7f41a5289fc0062746e8f5e47300e,12
26,Carson Sievert,2017-05-11T16:04:32Z,https://api.github.com/repos/plotly/plotly.R/git/trees/75570866c9317c926b8fb4dde74bfa066bde57a9,12
27,Carson Sievert,2017-05-11T00:39:02Z,https://api.github.com/repos/plotly/plotly.R/git/trees/6eab8d83060e42f185f5b4e363b9bdb5bb420c98,12
28,GitHub,2017-05-10T22:15:29Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d615f2baadb5d40c6c8199558f7bc6d1003798e6,12
29,Matt Summersgill,2017-05-10T18:26:17Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7094fd4225cb2320583385eded4b7e57fe9a35aa,12
30,Matt Summersgill,2017-05-10T18:24:45Z,https://api.github.com/repos/plotly/plotly.R/git/trees/1609b4035a2b3f6e333ab2e1a7a9efc85d53fcd6,12
31,GitHub,2017-05-10T16:28:39Z,https://api.github.com/repos/plotly/plotly.R/git/trees/c0fb51f9286cc77f0ee4f3df3d5996665908f643,12
32,Matt Summersgill,2017-05-10T16:25:22Z,https://api.github.com/repos/plotly/plotly.R/git/trees/c0fb51f9286cc77f0ee4f3df3d5996665908f643,12
33,Matt Summersgill,2017-05-10T16:23:58Z,https://api.github.com/repos/plotly/plotly.R/git/trees/c0fb51f9286cc77f0ee4f3df3d5996665908f643,12
34,Matt Summersgill,2017-05-10T16:13:11Z,https://api.github.com/repos/plotly/plotly.R/git/trees/5ccd38a6a634be7826dbb4de04295ac11ce88d6e,12
35,GitHub,2017-05-09T23:07:14Z,https://api.github.com/repos/plotly/plotly.R/git/trees/51a26a7638962539f578b7aa652c9d67a23809cd,12
36,GitHub,2017-05-09T22:57:19Z,https://api.github.com/repos/plotly/plotly.R/git/trees/696acf3556988367215df0d4c8f7cc131035c6f2,12
37,Matt Summersgill,2017-05-09T17:32:02Z,https://api.github.com/repos/plotly/plotly.R/git/trees/323b91070d3ac79807e51e77b52dee5de1474d26,12
38,Matt Summersgill,2017-05-09T14:48:45Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7072a9803c5e0f8cdd97a9c6ef7fe1e56d9bfb6b,12
39,Carson Sievert,2017-05-09T00:15:26Z,https://api.github.com/repos/plotly/plotly.R/git/trees/5cb59852358238bf4a5098d827c2a12552fa711c,12
40,Matt Summersgill,2017-05-08T21:02:41Z,https://api.github.com/repos/plotly/plotly.R/git/trees/0c60622f28c983907dc7b3804712f3e379e1892e,12
41,Matt Summersgill,2017-05-08T18:51:12Z,https://api.github.com/repos/plotly/plotly.R/git/trees/157cfcddc19f7e6c53fd97b8f400db4f2488f027,12
42,Carson Sievert,2017-05-08T18:43:30Z,https://api.github.com/repos/plotly/plotly.R/git/trees/765aa6d71552fb93f97a3d87250196d61ec750fa,12
43,Carson Sievert,2017-05-08T17:37:27Z,https://api.github.com/repos/plotly/plotly.R/git/trees/55a5126e7980907ac86922df0bc0aab6b4d4d23e,12
44,Carson Sievert,2017-05-08T17:25:41Z,https://api.github.com/repos/plotly/plotly.R/git/trees/ff2629e9992a5a5f5c544ec8d28a4d193a868238,12
45,Carson Sievert,2017-05-05T16:03:32Z,https://api.github.com/repos/plotly/plotly.R/git/trees/da647fba2eeaa9444dafebd3d7edea0b3cb71bea,12
46,Carson Sievert,2017-04-28T22:32:24Z,https://api.github.com/repos/plotly/plotly.R/git/trees/50070e6e283cb13792e826526fb3a0542e142d32,12
47,Carson Sievert,2017-04-28T17:42:12Z,https://api.github.com/repos/plotly/plotly.R/git/trees/8e5e00bbb8fe53ee526a1334996abd361a505180,12
48,Carson Sievert,2017-04-28T05:16:47Z,https://api.github.com/repos/plotly/plotly.R/git/trees/8e4d1736db41679eefd09a0ff214d2bc425ece84,12
49,Carson Sievert,2017-04-28T05:15:52Z,https://api.github.com/repos/plotly/plotly.R/git/trees/377a0b0914228326773fe67f2a3a90863746a2fb,12
50,Carson Sievert,2017-04-28T00:27:32Z,https://api.github.com/repos/plotly/plotly.R/git/trees/5c18cf2a3fc1516233497cd0af89c0ef73ff392c,12
51,Carson Sievert,2017-04-27T20:38:04Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4c6506de15155cbb1749155f97cb07805ea86aa9,12
52,Carson Sievert,2017-04-27T19:37:50Z,https://api.github.com/repos/plotly/plotly.R/git/trees/a445c7802ad385f46f15bd5f46c47891a42696c0,12
53,Carson Sievert,2017-04-27T17:39:53Z,https://api.github.com/repos/plotly/plotly.R/git/trees/1415b2b9b869c4b629b2304baae2c5ea09f577fd,12
54,GitHub,2017-04-27T17:29:51Z,https://api.github.com/repos/plotly/plotly.R/git/trees/6adf38bfff06ccb95e593ff1bf1dffde04eca819,12
55,Carson Sievert,2017-04-27T17:27:25Z,https://api.github.com/repos/plotly/plotly.R/git/trees/6adf38bfff06ccb95e593ff1bf1dffde04eca819,12
56,Carson Sievert,2017-04-27T17:13:49Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4b82962c68377e73db61a6681538b54367d9efbe,12
57,Carson Sievert,2017-04-27T17:11:56Z,https://api.github.com/repos/plotly/plotly.R/git/trees/1ef328e634a50ed92ec5c3d7b788031fccea6141,12
58,Carson Sievert,2017-04-27T14:44:58Z,https://api.github.com/repos/plotly/plotly.R/git/trees/16241a37ae4dcc0a9048e722964631b5e9c3a289,12
59,Carson Sievert,2017-04-27T14:44:42Z,https://api.github.com/repos/plotly/plotly.R/git/trees/042a02ae48d57d7bd8023b8d9bd98b7a1011742f,12
60,Carson Sievert,2017-04-26T22:22:37Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7eece6555ca6c1524cbf3af7d0f6827dd388d1ab,12
61,Carson Sievert,2017-04-26T22:22:27Z,https://api.github.com/repos/plotly/plotly.R/git/trees/1ed426594cc8934c2142f1d7e761c5fbd8f16edb,12
62,GitHub,2017-04-26T22:21:32Z,https://api.github.com/repos/plotly/plotly.R/git/trees/3c6806f97ecf80c6d0aa02ded9fc50753a5bb1df,12
63,Carson Sievert,2017-04-26T22:18:50Z,https://api.github.com/repos/plotly/plotly.R/git/trees/d1d37949fc47ec2b11f5206e40d367fb911d0a37,12
64,Carson Sievert,2017-04-26T22:18:38Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7ef2baf70bb3e9e7814427ac7752ff49d2351828,12
65,Carson Sievert,2017-04-26T22:13:55Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4b72c5c8589941040c9306e0f70aaacf926b6cb6,12
66,GitHub,2017-04-26T21:45:41Z,https://api.github.com/repos/plotly/plotly.R/git/trees/3ddcd2b33ae88abffc451a2f15efea803a87d379,12
67,Carson Sievert,2017-04-26T20:42:06Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4bf44a00c0755d5a4ff1b7d4512917b195f8af79,12
68,Carson Sievert,2017-04-26T20:41:39Z,https://api.github.com/repos/plotly/plotly.R/git/trees/6acddfb00aeb717fc66d6bbae0340c4948c996a3,12
69,Carson Sievert,2017-04-26T20:41:21Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4bf44a00c0755d5a4ff1b7d4512917b195f8af79,12
70,Carson Sievert,2017-04-26T16:57:08Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4c909846e440c483f81ed5d5f0d183477ab7bec0,12
71,Carson Sievert,2017-04-26T16:56:58Z,https://api.github.com/repos/plotly/plotly.R/git/trees/ca71883ac99677356b7d3801ca4058946647288f,12
72,Carson Sievert,2017-04-26T16:56:24Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4ae723a726522b253e9c8977988828a928fd7727,12
73,Carson Sievert,2017-04-26T16:55:08Z,https://api.github.com/repos/plotly/plotly.R/git/trees/fbd75af3b2f9038b5fdfab1a311f3fe972973e7e,12
74,Carson Sievert,2017-04-25T22:46:45Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4ce1f3bb2422d50f28b6fbbeee12b3b27ad93b4f,12
75,Carson Sievert,2017-04-25T14:14:04Z,https://api.github.com/repos/plotly/plotly.R/git/trees/cf8966f08e2a0e51817a1ec211d9ab3cf9b876c0,12
76,Carson Sievert,2017-04-24T23:34:49Z,https://api.github.com/repos/plotly/plotly.R/git/trees/f07f470b5cf5c6e0d8a93340a0b4fdd1e4c6a8c7,12
77,Carson Sievert,2017-04-24T23:13:59Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e1855a7c1b76b631b8fddc13aea2d788b7e956b3,12
78,Carson Sievert,2017-04-24T23:04:18Z,https://api.github.com/repos/plotly/plotly.R/git/trees/93bb5a731db7877ea4985c69dff6cda9d8ccb506,12
79,Carson Sievert,2017-04-24T22:23:30Z,https://api.github.com/repos/plotly/plotly.R/git/trees/04d1cc385eedf5ec467420d5e5e486228e5e7023,12
80,Carson Sievert,2017-04-24T20:54:32Z,https://api.github.com/repos/plotly/plotly.R/git/trees/632048898dd4aaff5a473764f57824437b829e81,12
81,Carson Sievert,2017-04-24T20:36:17Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e8fa7b40435c24a2704798c3be14afeaa2105e48,12
82,Carson Sievert,2017-04-24T19:30:54Z,https://api.github.com/repos/plotly/plotly.R/git/trees/3da97d7cb10991c698da4f7e5fd952290f6fde85,12
83,Carson Sievert,2017-04-24T19:28:49Z,https://api.github.com/repos/plotly/plotly.R/git/trees/6bcb11d6f605a5c43895dcb1a980a5f49be91270,12
84,Carson Sievert,2017-04-24T19:28:21Z,https://api.github.com/repos/plotly/plotly.R/git/trees/6bcb11d6f605a5c43895dcb1a980a5f49be91270,12
85,Carson Sievert,2017-04-24T19:12:31Z,https://api.github.com/repos/plotly/plotly.R/git/trees/115d0f80ed860d645078dac0135851da5d56c8d6,12
86,Carson Sievert,2017-04-24T18:28:52Z,https://api.github.com/repos/plotly/plotly.R/git/trees/1840e025123e9bc43dc1662962dd195b4f685e22,12
87,Carson Sievert,2017-04-24T17:42:21Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7e05cef95973bd0d5a7293c69e1c942054b382f4,12
88,Carson Sievert,2017-04-24T17:35:53Z,https://api.github.com/repos/plotly/plotly.R/git/trees/3704ee27517f73c8a555b422d836a867b9d02dd8,12
89,Carson Sievert,2017-04-24T17:02:46Z,https://api.github.com/repos/plotly/plotly.R/git/trees/25c5e2f1c0bf0953d7ca0fd31994276051cf3e50,12
90,Carson Sievert,2017-04-24T16:53:12Z,https://api.github.com/repos/plotly/plotly.R/git/trees/cc1cea52b9b2a56447c4fd6263d9ea40a1442b78,12
91,Carson Sievert,2017-04-23T21:28:56Z,https://api.github.com/repos/plotly/plotly.R/git/trees/cb5053570b048f3607872f76238356a1018d7c38,12
92,Carson Sievert,2017-04-23T19:28:59Z,https://api.github.com/repos/plotly/plotly.R/git/trees/95f2fba6dafad6f009ccda9f8e219afe8f28b8a1,12
93,Carson Sievert,2017-04-23T19:27:19Z,https://api.github.com/repos/plotly/plotly.R/git/trees/21465110397b04545c36b621768066a68a64aa6d,12
94,Carson Sievert,2017-04-23T18:42:16Z,https://api.github.com/repos/plotly/plotly.R/git/trees/f99505f97283624ddd347edce02db9d4cfabbe60,12
95,Carson Sievert,2017-04-23T18:40:13Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e681341f4908d76ab4afc440a218c4318f76ca42,12
96,Carson Sievert,2017-04-22T00:54:09Z,https://api.github.com/repos/plotly/plotly.R/git/trees/dd07bc59dd12e42767faa93fed699f3165a0869d,12
97,GitHub,2017-04-22T00:50:12Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7a48dc399319c14cc0483ae48e9ec3166f6e6c5f,12
98,Carson Sievert,2017-04-22T00:37:45Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7a48dc399319c14cc0483ae48e9ec3166f6e6c5f,12
99,Carson Sievert,2017-04-21T23:41:37Z,https://api.github.com/repos/plotly/plotly.R/git/trees/7d24f2182d79b7001c0312c611273927bc5623cd,12
0,Carson Sievert,2017-04-21T18:24:09Z,https://api.github.com/repos/plotly/plotly.R/git/trees/e4216b0547b945868589672a677c02c1a44dd364,13
1,GitHub,2017-04-21T18:14:58Z,https://api.github.com/repos/plotly/plotly.R/git/trees/f1f388526cbd9283a5b2aaef67029874250f4622,13
2,Carson Sievert,2017-04-21T17:40:40Z,https://api.github.com/repos/plotly/plotly.R/git/trees/f1f388526cbd9283a5b2aaef67029874250f4622,13
3,Carson Sievert,2017-04-21T16:28:50Z,https://api.github.com/repos/plotly/plotly.R/git/trees/db90d9bad2a289cb3e19c5c3ff6950d94a5db20a,13
4,Carson Sievert,2017-04-21T16:02:08Z,https://api.github.com/repos/plotly/plotly.R/git/trees/0a53acafbf5ed0af7c83cb2d1d5cebc92f04af34,13
5,Carson Sievert,2017-04-21T15:51:17Z,https://api.github.com/repos/plotly/plotly.R/git/trees/8fc6d4d3b2e5747690834a6271206354b4e55407,13
6,Carson Sievert,2017-04-21T05:03:07Z,https://api.github.com/repos/plotly/plotly.R/git/trees/846ae9961a8878389a9bf61e9fdd6bbcef41b202,13
7,Carson Sievert,2017-04-21T04:47:26Z,https://api.github.com/repos/plotly/plotly.R/git/trees/4f25a539cfcc24a5f7ca3d825655921df9e88749,13
8,Carson Sievert,2017-04-21T04:34:43Z,https://api.github.com/repos/plotly/plotly.R/git/trees/a939724ca653f25c83248d3f74ff2e47c2ddf24d,13
